userWallet,credit_score,first_txn,last_txn,total_txns,unique_actions,unique_protocols,unique_networks,activity_span_days,cluster
0x018ba7d4c044254f4ae94652b09c790baf7db3ca,670.0,1620888632,1626747000,31,4,1,1,68,0
0x018bde66f5b0a1a992a40d6f75dee3c5a29f25c9,300.0,1620871700,1620871700,2,2,1,1,1,2
0x018bf5774c55789146bac375e052f826294ecb06,900.0,1621612971,1621873269,6,4,1,1,4,0
0x018d48fd560a59dab8b345917330a468f04cbc2b,500.0,1626673321,1627214482,2,1,1,1,7,2
0x018e1ba194311b98a6e92b6b2650ed2dd4a90cf9,900.0,1619092889,1619092959,4,4,1,1,1,0
0x018e2339fe910022db81f0df861ff792d406cf3d,510.0,1619898065,1629228281,87,4,1,1,108,0
0x018ed52cf0254857c3d2cd4ad06a673c56eca644,516.0,1622584584,1628625876,141,4,1,1,70,0
0x018fe0518c0a46855801280950fe0cc98ac96a77,500.0,1626156115,1626156115,1,1,1,1,1,2
0x01905431efb225a63b873d8fa6f98b067df4a924,500.0,1626164818,1626693391,2,1,1,1,7,2
0x0191c087cbf29aa1103c1010c470743264a052b1,500.0,1626130029,1626130029,1,1,1,1,1,2
0x019218cb876c7e22a903ca74c0b62ec90344920d,630.0,1625665845,1629453022,28,4,1,1,44,0
0x019271b315e55cd40d409ef21ede9c3b61646736,776.0,1623388384,1623682136,25,4,1,1,4,0
0x019287e476e382e9b733e089cb205b4dd255902a,500.0,1626030629,1626030629,1,1,1,1,1,2
0x019315575492be540e0d56306948b3180fe39788,500.0,1621822194,1621822194,1,1,1,1,1,2
0x0193960db1204a3c0882225576c92b95af25092e,500.0,1630394983,1630394983,1,1,1,1,1,1
0x0193caf8a49dba421bca7d16eebd0e7dff9c559b,900.0,1623027894,1623431315,3,3,1,1,5,0
0x0193d4e60ad8eb4f9546ef607237277b82d5c5b0,500.0,1623746813,1623746867,2,2,1,1,1,2
0x0194d076503771b976a062c4cde310b13d3e9960,885.0,1621014879,1629486039,42,4,1,1,99,0
0x0194f6b2cd2061b50169ee2c81cd95f982cc0a05,906.0,1623332172,1628715709,12,4,1,1,63,0
0x01952760a2f72cfa13b3557b6e015b40126961c0,901.0,1626990462,1628447797,53,4,1,1,17,0
0x01952b83f4fbb1fdd4bf11087638f0821175f7b4,902.0,1623565469,1630454986,21,4,1,1,80,0
0x019565863a1d126ace10976692665a0d5e3b57da,500.0,1626424808,1626424808,1,1,1,1,1,2
0x0196745e37b3e8ddb99be16b065bb482768ef3d2,306.0,1620909633,1626690775,10,2,1,1,67,2
0x019712e01e25a3dee2e11dc8a8de84afb0015401,509.0,1619594515,1629853190,131,4,1,1,119,0
0x0197295055068f266f8654ef428a91239839c2d5,900.0,1619384233,1620051345,13,4,1,1,8,0
0x01974549c9b9a30d47c548a16b120b1caa7b586c,500.0,1626666221,1626666221,1,1,1,1,1,2
0x019761d78f2f14ef6a498d245fca15ef5ab121c8,300.0,1630372997,1630566544,9,2,1,1,3,1
0x01977c44632eefb5b2868e18c902584ccad574d7,506.0,1619832695,1625227342,112,2,1,1,63,0
0x0197d7fafca118bc91f6854b9a2ceea94e676585,500.0,1623187131,1623187131,1,1,1,1,1,2
0x0198662302a3d7395714600e885d2ddf87c2f839,300.0,1620782888,1620782888,2,2,1,1,1,2
0x019868709db6160b2db6276bdf163ac0d3b5324a,500.0,1626795624,1626795624,1,1,1,1,1,2
0x0198d8a7463819a22facc2b96a7402f1bbbd1a82,500.0,1627005885,1627005885,1,1,1,1,1,2
0x019978404a6cd72605ec0f2874e7f5ec854dbd9d,500.0,1626249762,1626249762,1,1,1,1,1,2
0x0199a54ad38f4d55b3819517d3fea232ae33f673,488.0,1621059549,1630556202,41,5,1,1,110,0
0x019a0a45a1342050f732ccdf8aeb2ecf4b34c034,502.0,1623827340,1625990145,28,2,1,1,26,2
0x019aa8f4062bde8e0b457aedf08d4bfbb44f3acd,500.0,1626263822,1626263822,1,1,1,1,1,2
0x019abd316838b1fb8dd49d66c13b01b5ea3cdbaf,501.0,1621143022,1622702715,7,2,1,1,19,2
0x019b00a4c8bf5a4a75d7be5a498f2d41e6bf41f2,820.0,1623557141,1630553827,44,4,1,1,81,0
0x019b337f128fd5eb9f7e3fd36acaf6c334c7492b,500.0,1626618497,1626621875,3,2,1,1,1,2
0x019b40948ae2c1dfc1751e76161b5a6ef90aee4b,500.0,1626598406,1626598406,1,1,1,1,1,2
0x019c429038894a1656ae2e9399769662bb4899d0,300.0,1630492653,1630493179,2,2,1,1,1,1
0x019c829ea5392cedae3c91027c171420798ff9cf,300.0,1620721682,1620721682,2,2,1,1,1,2
0x019d10463c5c800b84d6527e112e131109611527,900.0,1619858179,1619858205,4,4,1,1,1,0
0x019d239a36a4fd4828253e8eccadd1dd2d0dd147,545.0,1623815359,1630544201,10,4,1,1,78,0
0x019dd1181011ab3207b948cf9d00c0a011d33c74,500.0,1623185021,1623185021,1,1,1,1,1,2
0x019e3d65ade821fded83b438cd1b8626208c48d3,302.0,1627891155,1629645725,10,2,1,1,21,1
0x019ea1afabcbd84d922043c4261052a583315d2c,798.0,1620945674,1630541191,143,5,1,1,112,0
0x019ed608dd806b80193942f2a960e7ac8abb2ee3,544.0,1618665933,1624356783,10,5,1,1,66,0
0x019f4cb3cad6f0bf4d571edc99cf3cea815c0102,500.0,1626185847,1626185847,1,1,1,1,1,2
0x019fb2e4f3c3afc29a55fe4740ce87b3df981e23,500.0,1626148810,1626735055,2,1,1,1,7,2
0x01a0de8ff66f6c050bf45c36f46e74d359e7f85a,500.0,1620035392,1620035392,1,1,1,1,1,2
0x01a0e0f98539cab8593c45f849c75f65b27dcb50,500.0,1626531706,1626531706,1,1,1,1,1,2
0x01a0f8f364c2fec07cfcdebd2980da3f950d0410,907.0,1618972619,1625328115,106,4,1,1,74,0
0x01a10e5ada8f1c1117f185493a0bb4f299f7b8c0,300.0,1622989589,1627824039,7,3,1,1,56,1
0x01a11a6eef76d13a789bf944dbcfe7e2b27411ed,500.0,1628093711,1628093711,1,1,1,1,1,1
0x01a15c5109cb9935d9528c9348a2996559151c26,500.0,1627223405,1627223405,1,1,1,1,1,2
0x01a1c554806b5754fc768fb6037631e3842dab5d,300.0,1628563911,1628564009,2,2,1,1,1,1
0x01a1c72bf9547d1e6abd8486ae3cad64e781cd7c,300.0,1628576119,1628576835,4,2,1,1,1,1
0x01a1ef4a64f8c25ac6e4913512dabac382fd2954,793.0,1622308857,1629673731,151,4,1,1,86,0
0x01a2c0cc3fc848d1cbfa4198822349c85905785b,500.0,1623913528,1623961645,3,2,1,1,1,2
0x01a2e7fe230a34bf74e7c850d1244c70ff928024,639.0,1624694290,1628178130,50,4,1,1,41,0
0x01a3049804d40609f2edc1b5d73610bcd8796ae1,500.0,1622002337,1622002337,1,1,1,1,1,2
0x01a3a71580b17d1c567d577a66b28c48e42a43c3,903.0,1620756445,1623591841,7,4,1,1,33,0
0x01a4615315104084dcaaec9a847e90ce5cfbf8ea,900.0,1622907895,1622908153,4,3,1,1,1,0
0x01a4f75344f665629c714f6623b784509159d4bc,900.0,1622917935,1622976402,13,4,1,1,1,0
0x01a580e1370e798c48abda6b2f605035f2127d5c,624.0,1623305122,1630226724,253,4,1,1,81,0
0x01a71e7b07cbe684439eb0570a93055af7c15b57,300.0,1620552264,1620552264,2,2,1,1,1,2
0x01a762e99a74132ff61cebd92262fc54463320e5,787.0,1626411052,1630419992,124,4,1,1,47,0
0x01a7749f10af218e842eaa97ef66b06870f9002a,500.0,1623263879,1629871122,4,1,1,1,77,1
0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55,500.0,1626356468,1626356468,1,1,1,1,1,2
0x01a8b987d4350c58a3a16456d5f7cc3255c425b0,500.0,1623668155,1623668155,1,1,1,1,1,2
0x01a94e74ec7264b4be34d9a68f8cd1decc9bcdb6,500.0,1621759165,1624350763,2,2,1,1,30,2
0x01a97118d81e6ccd319a27dbfad2b601774399d2,300.0,1624535497,1624535569,2,2,1,1,1,2
0x01a9766c63c57694307eb20b75796a252d549819,501.0,1626122093,1627122732,2,1,1,1,12,2
0x01aa226e0895cfc97fee2121222dd005160ea9c2,500.0,1626517554,1626517554,1,1,1,1,1,2
0x01aa66f23e42842d771cf46e6293af4ed04c90bd,510.0,1619186978,1628426263,120,4,1,1,107,0
0x01aa8359ab1b28af8f7a11d3457f775b540efad3,500.0,1626837348,1626837348,1,1,1,1,1,2
0x01aafa85d27eda7cc530132827ba834c269a7cbd,500.0,1624387673,1624387673,1,1,1,1,1,2
0x01ab50c379aa098a199feda4c5a51d623ffcd764,500.0,1620378254,1620378254,1,1,1,1,1,2
0x01ac60352b386d551222c877925f524d43725149,500.0,1628085931,1628086381,5,1,1,1,1,1
0x01accec19e099cc37d9fa9f7027dd89c8a9831d5,500.0,1620891448,1620891960,2,2,1,1,1,2
0x01adf60f3a3455f78cd196763c1203c8fde2c039,500.0,1626527228,1626527228,1,1,1,1,1,2
0x01af1eb57b3489cea12ea3d8ebbae1c3eeb0658e,803.0,1621513835,1624022692,18,4,1,1,30,0
0x01af4808da010aad7b2c977f51508a1402c8cbbc,873.0,1618041973,1619459518,114,4,1,1,17,0
0x01af60b03e2b9cbf947568552462f9182b959db0,541.0,1624652549,1626651550,24,4,1,1,24,0
0x01af86cd3fa63f8b04b8ba7df0494a77c01c473f,500.0,1629856560,1629856560,1,1,1,1,1,1
0x01b037084eba7e4519dbfc9ba026ae696746e033,502.0,1628568588,1630517504,2,1,1,1,23,1
0x01b05f41b22b8ab004b064cd6404e90ca46840fd,500.0,1627005469,1627005469,1,1,1,1,1,2
0x01b06d543b68067f7d78427d651b1190c10e0456,900.0,1619048661,1619048745,4,4,1,1,1,0
0x01b0b2d9991112703bb96ba7b603f89788d2c6d6,500.0,1626688540,1626688540,1,1,1,1,1,2
0x01b0ea8755979c2030d642b74c5dcbde220351df,500.0,1626479377,1626479377,1,1,1,1,1,2
0x01b15b58df43cd3a72b4edd9b6150fc7b9b1f412,500.0,1627110007,1627110007,1,1,1,1,1,2
0x01b19a62cba8bbc553b0137257f72371c826c403,906.0,1623275533,1628684339,12,4,1,1,63,0
0x01b27aeaa3b67577609538155d637b08f0779069,400.0,1623262887,1623946446,23,4,1,1,8,2
0x01b2e0fc91754fa2daa9a69fe4ef69c03cb50bc0,500.0,1626281997,1626753581,2,1,1,1,6,2
0x01b344118ff55134f042bb19ca4a77cd3212dc19,500.0,1626405180,1626405180,1,1,1,1,1,2
0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,905.0,1619327596,1624370338,77,4,1,1,59,0
0x01b3bd82da83c842d8220c8fef9358abeffd537e,900.0,1621488732,1621488920,4,4,1,1,1,0
0x01b3f02ff86fca973084faa9e4e24014c1dfcb8f,502.0,1619797192,1628537667,87,4,1,1,102,0
0x01b44fd30ad33b88d0ebe0e22faa52cfe0f8ae7e,300.0,1630492705,1630493227,2,2,1,1,1,1
0x01b45138c79d97335df9fef8c3a325eaa764d29c,501.0,1626144516,1627085415,2,1,1,1,11,2
0x01b457774fee6105593031a3eb023a873c450c4a,500.0,1622802309,1622802309,1,1,1,1,1,2
0x01b572c14af90297b04955659cf86aec87dad0b2,900.0,1620952596,1620952630,4,4,1,1,1,0
0x01b590b256dcb6300fe43fa2c629dd9fd2838ed4,500.0,1626777148,1626965668,4,1,1,1,3,2
0x01b5b2eec95743ff4401a55b06db72bdf6afa0e1,533.0,1623052830,1630070952,163,4,1,1,82,0
0x01b630e4c8c64c9abfd843c2c7ec3b0fcd1cf609,500.0,1625675720,1626624413,2,1,1,1,11,2
0x01b700a7f8797609c8e86b21d3e5a765d608b9a2,500.0,1627062049,1627062049,1,1,1,1,1,2
0x01b7b1df70e1b455e1086aef7488f1131183107b,500.0,1623409113,1623718745,7,2,1,1,4,2
0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,300.0,1628570350,1628570646,2,2,1,1,1,1
0x01b84c86f45b3961296286d8ef8ec49709606b36,500.0,1626735585,1626735585,1,1,1,1,1,2
0x01b8674543a3480a6a4c44014d226b27db2d65db,200.0,1627649539,1627649869,2,2,1,1,1,1
0x01b8884b83882069d08c86b053bb1027d04dce96,900.0,1619159079,1619159147,4,4,1,1,1,0
0x01b89af143b8f2bb80f9ac13d60e7e9e01d85798,900.0,1618392031,1618392129,4,4,1,1,1,0
0x01b8a5c4f22ca9707d1865ff2c4712829b6175f6,502.0,1620427256,1622203499,5,2,1,1,21,2
0x01b8f7ef9c12841ca94ee6652f0d5e9646a1168f,767.0,1622056163,1630530224,180,4,1,1,99,0
0x01b92f893b1c302bcf1945fd4edf10df99b4f181,904.0,1624019630,1627817113,8,4,1,1,44,0
0x01b94f94cbf9fe4509b0beaa8dd6fb510dad01e5,500.0,1624029598,1624032120,2,1,1,1,1,2
0x01bb074c844b1129c8e26ed5d27186cf53198f6c,500.0,1618900629,1618900893,2,2,1,1,1,2
0x01bb8b57808786461b7db3dd5975280f189307a3,300.0,1630492643,1630493201,2,2,1,1,1,1
0x01bbec9408cf03e8188f44f12636b63e8faba019,307.0,1623767304,1629926055,11,2,1,1,72,1
0x01bbfe5ce152b22eccde7698a24e86012a5f75e3,510.0,1619721610,1628839697,95,4,1,1,106,0
0x01bcfd7986c68df30f8b3d3f92a44e5664657ab9,500.0,1626186277,1630398406,9,1,1,1,49,1
0x01bd177d908a1ec1f5e965434930056210bf64b1,500.0,1627074782,1627074782,1,1,1,1,1,2
0x01bd2bdb16eb1e61d368b60efb988adcb433a7ec,500.0,1621819642,1621819642,1,1,1,1,1,2
0x01bd8aac958c6e728557bcac756273ddd65bf19c,500.0,1620001840,1620424181,3,1,1,1,5,2
0x01bdeac39c807252d9dc00d1d69987234d376ec6,500.0,1626150512,1626760946,2,1,1,1,8,2
0x01be938672471bbb0fa1dfd223dd2aad2e389559,900.0,1623743615,1623744327,7,4,1,1,1,0
0x01bfb07fe3dcdfe459de2fb627a96a11f33cab57,504.0,1621011795,1624809894,10,2,1,1,44,2
0x01bfc30251bfb5b68e7e7a69fec81d8adcebc4f1,500.0,1627112695,1627112695,1,1,1,1,1,2
0x01bfda329ad313306320b11c6845f24294286f26,502.0,1621747748,1624009784,3,2,1,1,27,2
0x01c08ae3a3a5595440144639d1bd16e8fc94f297,500.0,1626125849,1626664095,2,1,1,1,7,2
0x01c20f8119a4243dfbde6ef19968bf1a7ac8f2ec,500.0,1628870179,1628870191,2,2,1,1,1,1
0x01c38875ab789cb12efcd791db91217a00fd01fa,508.0,1622063129,1629664268,7,1,1,1,88,0
0x01c3dd0607e189d8ec94c740cf5926db4f38bf3f,500.0,1630258429,1630361153,3,1,1,1,2,1
0x01c4905e81eb6ebb919a802215b465137d1ba3a6,500.0,1626516264,1626516264,1,1,1,1,1,2
0x01c4fbfa5cd0515cb51a75a92480583db1d018c2,500.0,1624313682,1624313990,3,1,1,1,1,2
0x01c5668541751d62e3d36a7f8af12ceed452f312,500.0,1626693409,1626693409,1,1,1,1,1,2
0x01c5c4ca74a665e40e96ed8ff221500b6366b8a6,786.0,1622545472,1630431689,350,4,1,1,92,0
0x01c5c9f1b50986663d545b474b3acbf9e1b25c51,300.0,1623739193,1623991022,21,3,1,1,3,2
0x01c60af7f7193370a9447a12c885427cb94f21e6,305.0,1619406975,1623994400,24,3,1,1,54,0
0x01c6e66c0dcadda3f6bee43af37c51fad41c3955,500.0,1627005725,1627005725,1,1,1,1,1,2
0x01c717a8e3558ca44d473a5882e938572f1f7d93,773.0,1622825750,1626802156,20,4,1,1,47,0
0x01c7602892dda14261fdd4ae9c6b590ae65d3256,303.0,1627293330,1630595563,9,2,1,1,39,1
0x01c7b3b2be439441e3cc8644b64b664d5e4e997f,500.0,1626680998,1626680998,1,1,1,1,1,2
0x01c7ce0a635c1fa6f18f4bb5b8ae4b86cc3e68af,500.0,1626675239,1626675239,1,1,1,1,1,2
0x01c83e2a373ba4bf2cbe51087d97483e9f88c415,500.0,1627700221,1627700221,1,1,1,1,1,1
0x01c96c01e8169279e9a7348474c46a8861fc01b8,500.0,1627110199,1627110199,1,1,1,1,1,2
0x01cb1826cd50f7f15626a1283ae812ad0a273388,524.0,1625109477,1630589267,188,4,1,1,64,0
0x01cbb47731aa829baa27ece1e69efb8fa29d1cba,500.0,1618424308,1618424308,1,1,1,1,1,2
0x01cc1a92aafe7e49a0f18c3fafd3684ea829d9a4,500.0,1622109781,1622110216,4,2,1,1,1,2
0x01cc4ec22fd137f9a33f188fcf3078b5755368b5,500.0,1626843707,1626843707,1,1,1,1,1,2
0x01cc647103f4ce8a8f7985df8101d24aab029bf3,500.0,1624341453,1624341453,1,1,1,1,1,2
0x01cd8b637e1e131827260aaf777a587b4aed1c54,500.0,1626674261,1626674261,1,1,1,1,1,2
0x01cdcc99a4f9a68be18504750b219caa881841eb,500.0,1627059807,1630284913,2,1,1,1,38,1
0x01ce064bf433bb179791260c080630fe63684eac,606.0,1622569872,1623189304,23,4,1,1,8,0
0x01ce5973ebf4f7043d61cb48a7e25501afbafad7,500.0,1626415934,1626415934,1,1,1,1,1,2
0x01ce6e8e667d8a40d05cfdfac97194198069fdd8,500.0,1626267700,1626335189,4,1,1,1,1,2
0x01cf15d50e91ea8731572a07afbf782233339ad7,880.0,1623286259,1630024586,100,4,1,1,78,0
0x01cf5fff6ee551a7d3fdbb32c6a8ad9ef31c4829,902.0,1626989350,1628700649,5,4,1,1,20,0
0x01cf7991cf4d37a762bffa9d74bd9b46d124d371,772.0,1622592396,1628886787,33,4,1,1,73,0
0x01d04f947cf6e5e4ffb9d76b40ed83daafa76e5a,500.0,1627140689,1627140689,1,1,1,1,1,2
0x01d05838b47fe9608cf58d9688e9b5b46816ae91,500.0,1626197157,1626679605,2,1,1,1,6,2
0x01d176f95b77ca6dcbadda21f6b8c7bf8ec3c3ee,500.0,1626625451,1626759324,2,1,1,1,2,2
0x01d17d9fdf660f9c79d9feefa2b9a4b71a32a9b6,504.0,1619959045,1625346367,19,4,1,1,63,0
0x01d2e7a456071dff8dbc273c1f6812d3c5f6ac10,500.0,1626596796,1626596796,1,1,1,1,1,2
0x01d2f11ad6668e28ce07da387d08bedd57f4a85a,300.0,1629216965,1629217445,4,2,1,1,1,1
0x01d36303366ee9e94c3cfed0c9dd41857d6f644d,500.0,1626811938,1626811938,1,1,1,1,1,2
0x01d37cdae14bc9e2e10b6a71a0c72998f44e225c,900.0,1619953063,1619966443,4,4,1,1,1,0
0x01d3c79e4d3b314e43afa00e111dc07e2073e349,517.0,1627823443,1629997602,21,4,1,1,26,1
0x01d43fcfb3a9e93be5344d1011162d548db936c3,901.0,1622396187,1624042622,64,4,1,1,20,0
0x01d48c3d1feaecce1256f98f80162103d588e830,502.0,1620571648,1622489304,72,1,1,1,23,2
0x01d4bd1ce999e641430deed48f715c2113da3187,500.0,1626450640,1627208079,2,1,1,1,9,2
0x01d4de1128e47b400187cd81a5cfae97a6e55bf1,900.0,1623518783,1624032696,12,4,1,1,6,0
0x01d56c115f9afd657dd4eeb9ece38d6cf73975d6,900.0,1621252102,1621254147,28,4,1,1,1,0
0x01d5c613f8bd10e5e312a34a60fbdeae0add19e3,500.0,1626322619,1626700488,2,1,1,1,5,2
0x01d616e83175a410b31253ffa1f78ccb3884fddd,505.0,1618428125,1622785596,57,4,1,1,51,0
0x01d659a033bcfb4241fdfbfb95932a4e218805a3,500.0,1626588570,1626831166,3,1,1,1,3,2
0x01d6b75a2b5048b5e528550e84e74ce08df912a4,500.0,1622339201,1622339201,1,1,1,1,1,2
0x01d754f2a403bf165aa04aff1940176581263ba3,500.0,1626250692,1626657638,2,1,1,1,5,2
0x01d77b358a5e2b12d60e7bfec4cff8ad54b63fd7,500.0,1628868665,1628868683,2,2,1,1,1,1
0x01d7fe53ca0c7558c7a410ef969677a7e9ec53a7,503.0,1626346940,1628884048,4,2,1,1,30,1
0x01d8390b924427ace5dd259f5d0541ab9585a3e8,500.0,1623648417,1623648503,2,2,1,1,1,2
0x01d83a95e445a001194ab79a4d7cda5acfcf6dc1,900.0,1621390291,1621390485,4,4,1,1,1,0
0x01d852b6949f38b027571b5baa713da88e5b4db3,500.0,1624324933,1624324933,1,1,1,1,1,2
0x01d91f7c1cbd33ac7d40842569789cc043890712,503.0,1625286942,1629196974,3,2,1,1,46,1
0x01d971f8b52ac1d3667e00407e48254380512e0c,500.0,1627228629,1627228629,1,1,1,1,1,2
0x01d9816465ee701cb650edf27de69b02fa272454,900.0,1620898290,1621017173,8,4,1,1,2,0
0x01d9c396e5eeb80380af396b758f10c01100bbb7,508.0,1619216282,1626433451,27,2,1,1,84,0
0x01daab3d40bdda5b8125c4aecbaef6ee2f262efa,907.0,1618786703,1625273684,180,4,1,1,76,0
0x01dd25a6619a9953e83668c98594f2d3035946d4,500.0,1622868503,1623805984,5,2,1,1,11,2
0x01dd5d5d0b0bb5bf8dbf7e6d6d8a711578534a58,900.0,1619808460,1619821392,6,3,1,1,1,0
0x01dd69ba92d5217d7d089bd2481151cdff43cb80,500.0,1619428832,1619428964,2,2,1,1,1,2
0x01dda15bf1757e1e8542685c0c8b3362594541fe,501.0,1621573725,1622696932,5,2,1,1,14,2
0x01ddafdf69ca8f68849792a529e9876eca5b7c60,500.0,1626705415,1626705415,1,1,1,1,1,2
0x01de22e803cd36ef6a998bff17354ac530311e08,301.0,1622569958,1623690131,9,2,1,1,13,2
0x01df05ac0537407f6806fe2b043cc90cff0309ef,500.0,1621565765,1621565881,2,2,1,1,1,2
0x01df1820734306731510aa06ac7903b349f112d4,500.0,1618742603,1620371240,7,2,1,1,19,2
0x01df5786b43e513ba91d24082cbe82046199c03b,500.0,1626632113,1626787089,3,1,1,1,2,2
0x01dfc8d38640393a0a4d5f6f3b1f6cec158abf21,301.0,1622803473,1624102308,7,3,1,1,16,2
0x01e05c9e290cc8954ea88d811244139d6bacd66b,500.0,1626535150,1626535150,1,1,1,1,1,2
0x01e0647f46e0122dbab82dda67af432614b50f6c,500.0,1620024179,1620024179,1,1,1,1,1,2
0x01e0991d5803659f581a670f955b3079e419be3b,900.0,1627437073,1627438265,4,3,1,1,1,0
0x01e0c7b70e0e05a06c7cc8deeb97fa03d6a77c9c,500.0,1626159323,1626159323,1,1,1,1,1,2
0x01e156b9378aaaf9215cc50f0e6b1ead24fff6b0,300.0,1622953788,1623098341,10,2,1,1,2,2
0x01e198818a895f01562e0a087595e5b1c7bb8d5c,301.0,1620162592,1629138373,51,4,1,1,104,0
0x01e1e6302187f122cbeee03913c80efbe4c049f4,500.0,1621594846,1623918336,2,2,1,1,27,2
0x01e21477fc4a6395ca9b6873c014a1c7181158e1,900.0,1623920687,1624325523,16,4,1,1,5,0
0x01e39d91be30aaa753a7ff3256cd371abcc17d62,500.0,1622000651,1622000651,1,1,1,1,1,2
0x01e47909e37b86e1eed4b8bad33e4750b1f20ec7,500.0,1626657821,1626657821,1,1,1,1,1,2
0x01e49a2483d3337c0c4ba9dba68f28f6a36398ff,500.0,1621379418,1621379418,1,1,1,1,1,2
0x01e4ac55758ba9f93d28aeb4f3922b6a7905aaed,800.0,1624207968,1624208890,4,3,1,1,1,0
0x01e5a509402cd50fa2bf506a4ac58ac5fd2ad4f9,500.0,1622000247,1622000247,1,1,1,1,1,2
0x01e62987e05a45c8c304afa015d4fc3cdfcb944b,300.0,1619984117,1621249373,19,3,1,1,15,2
0x01e6f806b2d34a64bbd982731f49fe6babbed7b7,900.0,1619000651,1619000731,4,4,1,1,1,0
0x01e6fd0ae73d9194b19f9b376065577927a0d5f5,305.0,1617584045,1621968063,19,3,1,1,51,0
0x01e7ad3b646b58a1e976230f9bf0215235132a76,500.0,1627107645,1627107645,1,1,1,1,1,2
0x01e859c314e9ae31bbd455affaa2a54ce3f3019e,503.0,1623552713,1626361852,83,4,1,1,33,0
0x01e8a979e7c5a1bb5c7af02a5f11263d0af4c19e,500.0,1624086752,1624263640,2,1,1,1,3,2
0x01e91f9f5612d156f617474a8c231fa3eda78f56,908.0,1620817227,1630439689,23,4,1,1,112,0
0x01e9bdde9367a41dbb7883042d524720b207fc2c,500.0,1626647054,1626647054,1,1,1,1,1,2
0x01eacf1d1ccf7f656fda1b95beafdb3c7fc396a7,407.0,1620223150,1626336123,63,4,1,1,71,0
0x01eb9de460ba2c8058094398528eb63cb426e1ad,500.0,1626282061,1626753589,2,1,1,1,6,2
0x01ebce016681d076667bdb823ebe1f76830da6fa,413.0,1619610812,1630597920,279,4,1,1,128,0
0x01ec73e85387403880b4e3bec129011d705597a5,900.0,1623776308,1623945278,8,4,1,1,2,0
0x01eccdb2d737b7a41f7aa4ee4358be8304b15588,845.0,1622878675,1626112213,49,4,1,1,38,0
0x01ef754f461fd19d4a7ed320c83967daabf3d303,500.0,1622814912,1622814912,1,1,1,1,1,2
0x01efa99a5c0b22ea6e5bfd65755c21291f3975b2,500.0,1626328247,1626328247,1,1,1,1,1,2
0x01efd269b5c99b2b64344f1785a47e25521bff14,504.0,1618694293,1623621301,8,2,1,1,58,0
0x01f0445e1b716a459c6ebe591396fd39a7bcf0ef,300.0,1628875359,1628875377,2,2,1,1,1,1
0x01f0592d70220b0bc1802d27d90c22ff40dd7161,903.0,1623289733,1625906512,74,4,1,1,31,0
0x01f0d5ddaeeb6a72adfe7317c29e74fa27a7586a,500.0,1619860311,1619860311,1,1,1,1,1,2
0x01f0e6c7770fb8b2f5cc4192ac01fed4169939a2,751.0,1629594367,1630586204,21,4,1,1,12,1
0x01f0ff5cdd43d82a60f6a34728b71aa7e6f634c4,500.0,1619869012,1619869012,1,1,1,1,1,2
0x01f1653767650005337f99854cc99b5ee12229c5,500.0,1622621504,1630069842,2,1,1,1,87,1
0x01f19cf8a76594dcd6ad72d6968d3fe2267e63bd,500.0,1622195781,1622195781,1,1,1,1,1,2
0x01f1ae8f24996231dec702d1456eaa3b8f4d9efc,500.0,1626238608,1626683476,2,1,1,1,6,2
0x01f2f5cede4da7765dca5bcc7784d57951b39258,501.0,1623941352,1625497733,8,2,1,1,19,2
0x01f39cba6f6ca1cbe205655f397db9abc6cb05ef,900.0,1629065011,1629124604,3,3,1,1,1,1
0x01f3f3f49de0fc38bdf70e8c941d972cdf870a82,300.0,1623070109,1623592153,5,2,1,1,7,2
0x01f4ab6cd1d55e15c361faf58d8f278df3213822,500.0,1620195525,1620195525,1,1,1,1,1,2
0x01f4f43ed2f3f9c5761851a5ec025035c5181430,500.0,1626664213,1626664213,1,1,1,1,1,2
0x01f53288c7cc98c053efeef23ba660ef2493f646,300.0,1624133784,1624430160,27,2,1,1,4,2
0x01f548245a230862b0344c2b01ee2c0c3295360e,502.0,1627128039,1629956104,22,2,1,1,33,1
0x01f55b5372ecaf891d1af44f9197361362e9e2f8,502.0,1628218022,1630521072,6,2,1,1,27,1
0x01f562afdd11c353a9b56028b2a34d2bbbde4b14,507.0,1623724316,1630509625,91,4,1,1,79,0
0x01f62341f6eb0b03584fca08c165aee0312b1084,903.0,1623794135,1627000451,106,4,1,1,38,0
0x01f653058536d36bac0b16b90075f1f2acd83f4f,300.0,1628567112,1628567166,2,2,1,1,1,1
0x01f73f5a9da9f2989d9c3933a4b99d080324a91e,624.0,1623772964,1624364099,10,4,1,1,7,0
0x01f8739eeafd143dc5ba952c2731aeb98c309b05,500.0,1622408909,1622785194,7,2,1,1,5,2
0x01f890b15fc99eccfb75b97c6fa0da97deef966e,900.0,1623480144,1623960993,60,5,1,1,6,0
0x01f9605611b8490c0c70f40979c61b21dc1b6f3e,900.0,1627917653,1627983213,4,4,1,1,1,0
0x01f9df3cdb1bef9e545192e05bde30c9baea4ae7,500.0,1626853255,1626853255,1,1,1,1,1,2
0x01fafce84d64cb19cbee9c511f7569432e333962,500.0,1622015363,1622015363,1,1,1,1,1,2
